,Query,Target,Stance,data_type
223,[CLS] tuesday am #trumpdump on horizon. i can see chris christie being victim. nbc for sure. anyone else? #tellingitlikeitis #semst [SEP] ,donald trump,0,testB
224,[CLS] @kupajo33 @chrischristie we don't need him! #semst [SEP] ,donald trump,0,testB
225,"[CLS] without mexicans illegal or legal us shuts down,your people will never be able to keep up with our hard workers. #wearemexico #semst [SEP] ",donald trump,0,testB
226,[CLS] not an american but i'll def be following the circus of the 2016 presidential running unfold. #christie2016   #semst [SEP] ,donald trump,0,testB
227,"[CLS] notice @realdonaldtrump not saying anything on #carlosslim . not so rich or tough now, huh? yeah, forgot he's #mexican huh  #semst [SEP] ",donald trump,0,testB
228,[CLS] hutch_usa follow ===> sarah_brannick <===  if you want to #freeamir #freeamirnow  #pjnet #semst [SEP] ,donald trump,0,testB
229,[CLS] freedom of speech? yeah right. you are only allowed to say what you want if it lines up with the liberal agenda. wake up people #semst [SEP] ,donald trump,0,testB
230,"[CLS] @mdsbarry illegal aliens come to us collect welfare and social security, its time to #makeamericagreatagain secure our borders  #semst [SEP] ",donald trump,0,testB
231,[CLS] if you think it's fine american car companies send jobs to mexico while we pay for their welfare you must hate @realdonaldtrump   #semst [SEP] ,donald trump,0,testB
232,[CLS] @dahat8 @stonewall_77 the hate within america is stronger now than i remember since 1969? can't go backwards to such division #semst [SEP] ,donald trump,0,testB
233,[CLS] think u can say anything without repercussion? ask mel gibson how that's working out for him u racist elitist piece of shit! #semst [SEP] ,donald trump,0,testB
234,[CLS] #breaking: greece is now in arrears to the international monetary fund on a payment of almost 1.6 billion | coming to america #semst [SEP] ,donald trump,0,testB
235,[CLS] it's funny when politics seem like farce. not so funny when politics becomes farce. #semst [SEP] ,donald trump,0,testB
236,[CLS] @quiltingmuriel but i do agree about the excess speechifying and posturing and general nonsense. hello #semst [SEP] ,donald trump,0,testB
237,[CLS] omg! .@kirstenpowers practically states whites are more racist than blacks because whites are oppressing blacks. where? wtf? #semst [SEP] ,donald trump,0,testB
238,[CLS] what's @realdonaldtrump wife's twitter handle? i need to ask her if his balls are made of brass...i'm certain they are.   #nohomo #semst [SEP] ,donald trump,0,testB
239,[CLS] #kellyfile remember the days when we believed #scotus would follow the #constitution well they gone #semst [SEP] ,donald trump,0,testB
240,[CLS] @chrisleychase think your adorable. remind me of my nephew. stay young. the new comb over you're sporting is aging you. #semst [SEP] ,donald trump,0,testB
241,[CLS] miss usa host de la fuente quits pageant and call @realdonaldtrump ignorant and a clown... #semst [SEP] ,donald trump,0,testB
242,"[CLS] @cnnpolitics @cnn if you spent as much time covering bernie sanders as you do trump, sanders would be ahead in every poll.   #semst [SEP] ",donald trump,0,testB
243,[CLS] remember that story about a charismatic businessman who will lie to get into power from an obscure position? #revelation #semst [SEP] ,donald trump,0,testB
244,"[CLS] @realdonaldtrump suing univision & nbc because they cut you off. ugh great political move, because we need a greedy president! #semst [SEP] ",donald trump,0,testB
245,[CLS] cancel your netflix subscription and donate to @realdonaldtrump's campaign for entertainment #trump #semst [SEP] ,donald trump,0,testB
246,"[CLS] me: ""that asshole with the toupee was talking again and it was stressing me out""  dad: ""who?""  mom: ""donald trump #semst [SEP] ",donald trump,0,testB
247,"[CLS] donald trump....you're fired, fired, & fired again! #semst [SEP] ",donald trump,0,testB
248,[CLS] @divadoll123 @lanurse1 @shaninzt u can't go back.only way people r going to wake up is when the free checks stop coming!#tcot #semst [SEP] ,donald trump,0,testB
249,[CLS] just watched @realdonaldtrump speech. how embarrassing for his family! like that's a really bad dad moment  #semst [SEP] ,donald trump,0,testB
250,[CLS] @johnkerry @statedept nude pic of you and brian williams on your desk!  my eyes my eyes #semst [SEP] ,donald trump,0,testB
251,"[CLS] gotta love everyone disliking @realdonaldtrump because he actually makes sense, and may even bring the country back to normal #semst [SEP] ",donald trump,0,testB
252,"[CLS] john o'donnell, former president of trump plaza hotel & casino ... @realdonaldtrump said ""laziness is a trait in blacks. #semst [SEP] ",donald trump,0,testB
253,[CLS] i feel dumb that i am so broke and donald trump is a billionaire. #semst [SEP] ,donald trump,0,testB
254,"[CLS] there is still more to be done to make this country strong, powerful and great again. #trumpcarson2016 #semst [SEP] ",donald trump,0,testB
255,[CLS] @crypt1cality @chriscuomo illegal aliens are destroying america and raping our women! #semst [SEP] ,donald trump,0,testB
256,"[CLS] the #obama presidency: has there ever a point in time when he hasn't been lying to #wethepeople? re: the ""liar-in-chief #semst [SEP] ",donald trump,0,testB
257,[CLS] i just cancelled my reservation at the trump hotel in las vegas.  i hope like minded people intolerant of bigots do the same #semst [SEP] ,donald trump,0,testB
258,[CLS] why are free market conservatives behind a multiple bankruptcy candidate who wears makeup. gives us real conservatives a bad name #semst [SEP] ,donald trump,0,testB
259,"[CLS] @mmfa water seeks its own level. in the case of @realdonaldtrump and @oreillyfactor, it's sewer water. #foxnews #trump #semst [SEP] ",donald trump,0,testB
260,[CLS] @realdonaldtrump i know you are the best candidate. you are the only one who can #makeamericagreatagain #restoreourrepublic #semst [SEP] ,donald trump,0,testB
261,"[CLS] of the many @realdonaldtrump racist comments, this one takes the prize!  ""laziness is a trait in blacks.""  #semst [SEP] ",donald trump,0,testB
262,[CLS] it's not a good week for #semst [SEP] ,donald trump,0,testB
263,"[CLS] rt @blisstabitha ""never quite works out that way huh?  #globalwarming hoax #mediamalpractice #semst [SEP] ",donald trump,0,testB
264,[CLS] left-wing media trying to silence @realdonaldtrump? hahaha  keep trying! trump is not a career politician & he won't be bought!  #semst [SEP] ,donald trump,0,testB
265,"[CLS] #macys ""we have no tolerance for discrimination in any form,"" i thought the left preached tolerance. not discrimination but truth #semst [SEP] ",donald trump,0,testB
266,[CLS] macy's to stop selling trump merch. i guess he'll sue them next. #semst [SEP] ,donald trump,0,testB
267,[CLS] only good thing about trump's presidential run is that by the end of it he will be a billion or 2 short #semst [SEP] ,donald trump,0,testB
268,[CLS] i love how everyone thinks canceling @realdonaldtrump's ventures will do anything but hurt themselves. this man has my vote! #semst [SEP] ,donald trump,0,testB
269,[CLS] comments by @realdonaldtrump were hateful & disgusting. everyone should sever their ties with him. thanks @macys @univision @nbc #semst [SEP] ,donald trump,0,testB
270,[CLS] @people @kimkardashian i dont even have to read this 2 know who she would want 4 the next president. #killary #semst [SEP] ,donald trump,0,testB
271,[CLS] @gbennettpost @jamiedupree no  #asstards!  america is dumping you! trump's gonna put your dicks in the dirt! #semst [SEP] ,donald trump,0,testB
272,[CLS] @lrihendry your just as ignorant as #semst [SEP] ,donald trump,0,testB
273,[CLS] thank you @macys! you are and will continue to be my favorite store! bye bye #douchebag #semst [SEP] ,donald trump,0,testB
274,[CLS] hey @macys a whole bunch of us are going to sever ties with you.   #macys #semst [SEP] ,donald trump,0,testB
275,[CLS] so i'm guessing there won't be a #slovenianfirstlady in #thewhitehouse!  #semst [SEP] ,donald trump,0,testB
276,[CLS] @ehsan_kassim it's time we make the housewares department great again #semst [SEP] ,donald trump,0,testB
277,"[CLS] @judgembro thank you for rt and fav, judge!!! #usa #ohhillno #cuba #todosmarchamos #venezuela #semst [SEP] ",donald trump,0,testB
278,"[CLS] @realdonaldtrump u gonna take this? i hope not! bullshit from #univision #nbcuniversal and #macys. ""magic of macy's"" my ass #semst [SEP] ",donald trump,0,testB
279,"[CLS] we get all the bad #mexicans...minus the ones whose labor built your empire, of course. #trumpedfacts #delusional #gtfoh #semst [SEP] ",donald trump,0,testB
280,[CLS] did anyone cut ties with senator lindsey graham when he called all iranians liars? no.  #semst [SEP] ,donald trump,0,testB
281,"[CLS] i would vote for @realdonaldtrump if he had a hilariously oversized head, i'm talking 2x size of his body #semst [SEP] ",donald trump,0,testB
282,[CLS] did you know that the u.s constitution is now under full pledge attack by the obama tyrant administration? #wethepeople #semst [SEP] ,donald trump,0,testB
283,[CLS] the more i read how nbc and macy's are cutting ties with @realdonaldtrump the more i'm convinced he should be president.  #semst [SEP] ,donald trump,0,testB
284,"[CLS] following his recent comments about immigrants, do you think donald trump's business interests will suffer? #trump #semst [SEP] ",donald trump,0,testB
285,[CLS] @tpm @realdonaldtrump this is what happens when you open your big mouth. you're out of luck for 2016 at this rate. #univision #semst [SEP] ,donald trump,0,testB
286,[CLS] hey at @realdonaldtrump i'll vote for you if you adopt me! #semst [SEP] ,donald trump,0,testB
287,[CLS] fuck macy's. fuck your july 4th fireworks. fuck your thanksgiving parade. fuck nbc. fuck univision. fuck mexico. fuck all of you. #semst [SEP] ,donald trump,0,testB
288,[CLS] and this dude wants to be potus #foh #semst [SEP] ,donald trump,0,testB
289,[CLS] i hope every billionaire learned their lesson bout talking sh%t about mexicans!  do it in your golf clubs not on tv! #semst [SEP] ,donald trump,0,testB
290,[CLS] @realdonaldtrump canada supports you! please stop the illegals at your boarder before they get to ours. #semst [SEP] ,donald trump,0,testB
291,"[CLS] goodbye macy's, nbc,univision. illegals are raping&murdering thx to obama. trump is right. #semst [SEP] ",donald trump,0,testB
292,"[CLS] @washtimes @billpostmus #congress approve this already! let president veto, then overturn his veto. #semst [SEP] ",donald trump,0,testB
293,[CLS] @hamltonb026 that's the last thing i'm doing. i'm suggesting that liberals are the reason it is the issue it is today #semst [SEP] ,donald trump,0,testB
294,[CLS] #progressivecommandment:criminals need short sentences & cushy jails in order to rehabilitate them!#tcot @ericbolling #greta #semst [SEP] ,donald trump,0,testB
295,[CLS] trump got the smarts to win the hearts #semst [SEP] ,donald trump,0,testB
296,[CLS] it's truly amazing just how many people donald trump is making complete & utter fools of. gotta love it :) #murderersandrapists #semst [SEP] ,donald trump,0,testB
297,"[CLS] obama listening to rap ""music"" in the white house is a disgrace. you can't spell crap without rap. #tcot #nobama #semst [SEP] ",donald trump,0,testB
298,"[CLS] crazy-speak & how often/many times it's repeated are not mutually exclusive; c'mon chris; don't you be lazy, too...  @chrislhayes #semst [SEP] ",donald trump,0,testB
299,[CLS] @tpm forget #anncoulter. faux's #hannity & #kellyfile have an endless supply of ignorant #gop summer interns. #rwnj #tcot #semst [SEP] ,donald trump,0,testB
300,[CLS] @joehnewyork @maggiebeauchamp @dloesch this country is upside down.. #semst [SEP] ,donald trump,0,testB
301,"[CLS] @politicallaughs meanwhile, derelicts, deviants, and bedlam thrive under obama. #semst [SEP] ",donald trump,0,testB
302,[CLS] #fellow texans who shop fire @macy's and shop #dillard's! #semst [SEP] ,donald trump,0,testB
303,[CLS] radical islam is still a threat to the western world!!!! #awareness #patriot #unitedwestand #semst [SEP] ,donald trump,0,testB
304,"[CLS] well, someone's doing the raping. i get combed and gooped up so much, donald's the one doing the raping. he never understands. #semst [SEP] ",donald trump,0,testB
305,"[CLS] just so its not lost, today isis executed 74 children. to make it worse, our president was tweeting about basketball. #semst [SEP] ",donald trump,0,testB
306,"[CLS] i wrote 'the art of the deal,' the number one best selling business book of all time, at least i think #semst [SEP] ",donald trump,0,testB
307,"[CLS] finally a highly intelligent, economically competent contender for the president. trump #trump #realdonaldtrump #semst [SEP] ",donald trump,0,testB
308,[CLS] i'm voting for donald trump ! #semst [SEP] ,donald trump,0,testB
309,[CLS] we need someine to bring this country back to life! @realdonaldtrump resuscitate america! #semst [SEP] ,donald trump,0,testB
310,"[CLS] @realdonaldtrump is the only one that says the truth straight up. no spin, and he constantly stands up for what he believes! #semst [SEP] ",donald trump,0,testB
311,"[CLS] spine, i would like for you to meet the republican party.  #semst [SEP] ",donald trump,0,testB
312,[CLS] jeb bush why don't u stand up for yr mexican family & denounce trump. have you no pride or balls?  #dumptrump #boycotttrump #semst [SEP] ,donald trump,0,testB
313,[CLS] @kesgardner @mikehansen613  wtf?????? the true face of #racism & it is ugly both inside & out #semst [SEP] ,donald trump,0,testB
314,[CLS] @cnnpolitics @eugene_scott  careful donald. don't get carried away. #semst [SEP] ,donald trump,0,testB
315,"[CLS] trump, the best thing to happen to the republican party or should i say the democratic party. #keeptalking #semst [SEP] ",donald trump,0,testB
316,[CLS] rt brutaltruth2682: radical islam is still a threat to the western world!!!! #awareness #patriot #unitedwestand #semst [SEP] ,donald trump,0,testB
317,[CLS] delusional - adjective  1. having false or unrealistic beliefs or opinions 2. donald trump  #presidentialelection2016 #semst [SEP] ,donald trump,0,testB
318,[CLS] enough. 4far 2long  2% of pop. has dictated 2the 98% due 2fear by pcpolice/afraid 2b called a bigot/racist. no more!  #ccot #semst [SEP] ,donald trump,0,testB
319,[CLS] maybe if more patriots raised a fuss and did what the gays and other minority groups do we'd get this country back #semst [SEP] ,donald trump,0,testB
320,[CLS] @macys not selling trump because he voices his opinion.. what happy to freedom of speech.. i'll never shop at @macys again.. #semst [SEP] ,donald trump,0,testB
321,[CLS] honestly though @macys you dumped trump so now i'm dumping you. and i shop at your store a lot. not anymore bye #semst [SEP] ,donald trump,0,testB
322,[CLS] a clown who wants to be president #youcantdoit #mexicansarechidos #semst [SEP] ,donald trump,0,testB
323,[CLS] if @macys wants to try to stall this country's progress that's their prerogative but i'm done shopping there #badbusiness #semst [SEP] ,donald trump,0,testB
324,[CLS] @timenout @tib2016 @alancolmes is a prime example of a #lobotomizedliberal. #semst [SEP] ,donald trump,0,testB
325,[CLS] @realdonaldtrump you go get em donald!  the real folks are with you 110% #semst [SEP] ,donald trump,0,testB
326,[CLS] i would be so embarrassed if @realdonaldtrump were my dad. my dad was #conservative #marine but not stupid or unkind. #yuck #semst [SEP] ,donald trump,0,testB
327,[CLS] i wonder if trump's campaign manager is still just drinking or have they moved on to harder stuff. #semst [SEP] ,donald trump,0,testB
328,[CLS] oreo frappie from mcdonalds is the morning beverage of champions.#wakeandbake #mcdonalds #semst [SEP] ,donald trump,0,testB
329,[CLS] @mcandles1 @oldrowrumors hoobastank goes against christ. shame #semst [SEP] ,donald trump,0,testB
330,[CLS] @carlachamorros grassley should know hilliary answers to no one!!!!!!  #semst [SEP] ,donald trump,0,testB
331,[CLS] @loudobbsnews don't you just love that truth is now called controversial comments?!  has this country fallen that low?! #semst [SEP] ,donald trump,0,testB
332,[CLS] dear republicans: please nominate donald trump. the reminder that people like him exist will do wonders for the progressive cause #semst [SEP] ,donald trump,0,testB
333,[CLS] @realdonaldtrump @ladypatriot777 @macys lousy merchandise made in china !!!!!!!  #semst [SEP] ,donald trump,0,testB
334,"[CLS] @realdonaldtrump first sentence a must, but he'll never be my president. #truth will be revealed. he's an indonesian citizen.  #semst [SEP] ",donald trump,0,testB
335,[CLS] everything donald trump said was 100% true though. #semst [SEP] ,donald trump,1,testB
336,[CLS] @gerfingerpoken2 @tomgreen1959 of course he did. traitors conspire with #traitors #impeachobama #semst [SEP] ,donald trump,2,testB
337,[CLS] conflict is a vehicle for change!  ask @realdonaldtrump trump becoming a front runner. #usa #leadership #semst [SEP] ,donald trump,1,testB
338,[CLS] @realdonaldtrump you work on the mexican wall and i will focus on the canadian wall!! #trueenemy #christie2016 #semst [SEP] ,donald trump,0,testB
339,[CLS] @realdonaldtrump @pamplinfilmco we needs some ballz back in the wh.. #semst [SEP] ,donald trump,1,testB
340,[CLS] @realdonaldtrump its admirable how you're willing to lose sponsors for the greater good. we've longed for voice like yours! #semst [SEP] ,donald trump,1,testB
341,[CLS] @realdonaldtrump you're not playing to win this = #semst [SEP] ,donald trump,0,testB
342,"[CLS]  ty michael @asavagenation ""i'd do anything to help him; he's right, he's telling the truth"" @realdonaldtrump #boycottmacys  #semst [SEP] ",donald trump,1,testB
343,[CLS] @potus what are your thoughts on #semst [SEP] ,donald trump,2,testB
344,[CLS] stop thinking you can walk around talking reckless in the end it will bite you in the ass #dontjudgeme #semst [SEP] ,donald trump,0,testB
345,[CLS] i'm voting for donald trump this election #waitonit #semst [SEP] ,donald trump,1,testB
346,[CLS] clearly @realdonaldtrump has very good finance people because his shocking racist comments proves he not an intelligent human! #semst [SEP] ,donald trump,0,testB
347,[CLS] @realdonaldtrump fuck you racist ass bitch. go fuck yourself #semst [SEP] ,donald trump,0,testB
348,[CLS] @thehill @greta @realdonaldtrump now you know the left is afraid of a executive over politicians < hang in there donald #semst [SEP] ,donald trump,1,testB
349,[CLS] gop candidate predictions? america decides to play the trump card and go with the man with the plan. #semst [SEP] ,donald trump,1,testB
350,"[CLS] what does ivana, nbc, univision, gemini's, and macy's have in common?  answer: they all dropped #semst [SEP] ",donald trump,0,testB
351,"[CLS] corporate america showing there asses, over #trump is just wrong! i am making note! #semst [SEP] ",donald trump,0,testB
352,"[CLS] if there was such a thing as the ""american"" hitler. donald trump would probably be that guy. #nationalism #semst [SEP] ",donald trump,0,testB
353,"[CLS] #preztrump had a great week, he's the big news story, mission accomplished. #tcot #teaparty #semst [SEP] ",donald trump,1,testB
354,"[CLS] the way @realdonaldtrump is taking flak, he must be over the target. #semst [SEP] ",donald trump,0,testB
355,[CLS] @drakeking15your gay agenda will be met with the wrath of god #semst [SEP] ,donald trump,2,testB
356,"[CLS] fuck you obama, i will continue to fly my confederate flag and i'm going to fly it proudly! renaming american streets? wtf? #semst [SEP] ",donald trump,2,testB
357,"[CLS] @boxxers06 this may be true. however, many americans also travel to these and other places to do the exact same thing.  #semst [SEP] ",donald trump,2,testB
358,"[CLS] this country needs a president to take control, cut through the bs, and speak the truth! #truthhurts @realdonaldtrump #semst [SEP] ",donald trump,1,testB
359,"[CLS] anyone who is against @realdonaldtrump 4 president, has no clue of his success and the potential of greatness he can do 4 us. #semst [SEP] ",donald trump,1,testB
360,"[CLS] @business  ""@hillaryclinton can't even manage @billclinton and she wants to be @potus"" #lol #ohhillno #stophillary2016 #semst [SEP] ",donald trump,0,testB
361,"[CLS] looking at presidential candidates, there is only one candidate, who can stand tall, and is all heads and shoulders. #trump  #semst [SEP] ",donald trump,1,testB
362,[CLS] @realdonaldtrump had a point and one the liberal media won't dare come close to! we have a fragile and wide open border!  #semst [SEP] ,donald trump,1,testB
363,[CLS] @realdonaldtrump first time voting and i'm definitely voting for trump #semst [SEP] ,donald trump,1,testB
364,[CLS] 5. obama could kill us all with these race wars and black lives matters stuff. divide and conquer. #tcot #semst [SEP] ,donald trump,2,testB
365,"[CLS] @realdonaldtrump people are scared to hear the truth and that's why they fear you. if you don't tell it like it is, no one will. #semst [SEP] ",donald trump,1,testB
366,[CLS] @nytimes does he go to the dog groomer ? #semst [SEP] ,donald trump,2,testB
367,[CLS] grate two see @realdonaldtrump get tuff on boarder control!  has my vote in 2016!  #tcot #illegalsstolejobs #semst [SEP] ,donald trump,1,testB
368,[CLS] mexico sucks. what other conclusion is there for ppl to come here illegally?   #mexico #semst [SEP] ,donald trump,2,testB
369,[CLS] wondering who is going to make your suites now. @realdonaldtrump  maybe the rapist and killers you speak about will. #semst [SEP] ,donald trump,0,testB
370,[CLS] @realdonaldtrump any more campaign stops in chicago anytime soon? good luck! #semst [SEP] ,donald trump,1,testB
371,[CLS] @greggjarrett @foxnews @geekgirl2u @realdonaldtrump will do fine with legal latino voters. #makeamericagreatagain #semst [SEP] ,donald trump,1,testB
372,[CLS] @moveon go screw yourselves & take killary with you! bring your bully shit to florida and see what happens! #boycottmoveon  #semst [SEP] ,donald trump,2,testB
373,"[CLS] @usnavyjack @rnc when rnc calls, ask them to prove they're conservative. they can't and you'll enjoy it. #rnc #gop #tcot #semst [SEP] ",donald trump,2,testB
374,[CLS] political correctness should be an automatic disqualifier for all #gop candidates in 2016. #tcot #defeatcommunism #semst [SEP] ,donald trump,2,testB
375,[CLS] trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. and loves america.not corrupt.capable #semst [SEP] ,donald trump,1,testB
376,[CLS] @gop it's time you recognize @realdonaldtrump . this movement is real. #makeamericagreatagain #semst [SEP] ,donald trump,1,testB
377,[CLS] there is no scarcity. there is no lack. no need for poverty. we are only victims of robbery by our leaders. #liberateyourself #semst [SEP] ,donald trump,2,testB
378,[CLS] @exjon @sweetfreedom29 @irishspy @katunews say's it all!!!!!!!!  #semst [SEP] ,donald trump,2,testB
379,[CLS] @patdollard she is right on the money!!!!!  #semst [SEP] ,donald trump,2,testB
380,[CLS] @10thamendment  funny. visited by muslims on  christmas eve last year. #semst [SEP] ,donald trump,2,testB
381,[CLS] @realdonaldtrump favorites and retweets keep piling up for trump! he's killing the other candidates! #semst [SEP] ,donald trump,1,testB
382,[CLS] #nothingmoreamericanthan complaining about mexicans when you've been marketing off their labor. #semst [SEP] ,donald trump,0,testB
383,"[CLS] le(a)nin left rt @uss_victory: @realdonaldtrump /#longliveliberty; better is a ""#capitalist"" for president than a #communist. #semst [SEP] ",donald trump,1,testB
384,[CLS] @nytpolitics and will stop illegals from killing our citizens. #semst [SEP] ,donald trump,0,testB
385,[CLS] @realdonaldtrump the left should get off your back!  by the law anyone that crosses the border illegally is a criminal.  #semst [SEP] ,donald trump,0,testB
386,[CLS] thanks to @realdonaldtrump our hispanic community finally has woken up from the dead! #governmentandpolitics #whitehouse #semst [SEP] ,donald trump,0,testB
387,[CLS] important part of platform.  make it illegal to talk during #truedetective  #gop #election2016 #semst [SEP] ,donald trump,0,testB
388,[CLS] i nominate donald trump for the new ambassador to mexico. #mexico #tacos #semst [SEP] ,donald trump,0,testB
389,"[CLS] the only reason people have a problem with @realdonaldtrump is because he speaks the truth, which offends the soft americans. #semst [SEP] ",donald trump,0,testB
390,"[CLS] @homerwhite @beaucards illegal!!!!!   doj,ag,law enforcement  hello anyone!!!!!!  #semst [SEP] ",donald trump,0,testB
391,[CLS] donald trump is so crazy i'm scared if i was hanging with him he would think it would be okay to sell me back to slavery! #semst [SEP] ,donald trump,0,testB
392,[CLS] hey hypocrites @macys since u pull @realdonaldtrump merchandise from stores why dont u pull #racist #jayz crap #2facedliberals #semst [SEP] ,donald trump,0,testB
393,"[CLS] @realdonaldtrump comments about mexicans where he said ""somebody's doing the raping""  why do bigoted wm claim to be crime free? #semst [SEP] ",donald trump,0,testB
394,[CLS] top 10 questions at declaration of independence signing  8. are all mexicans rapists and murderers? #4thjuly #semst [SEP] ,donald trump,0,testB
395,[CLS] @rwsurfergirl it's not a racial tragedy nor an islamic one either. only patriots care for all. #semst [SEP] ,donald trump,0,testB
396,"[CLS] @seanhannity @bobbyjindal he would be great vp for trump.. 2 of  kind,#makeamericagreatagain , #semst [SEP] ",donald trump,0,testB
397,[CLS] great interview with @bobbyjindal tonight! i can vote for this guy! #hannity #lnyhbt #semst [SEP] ,donald trump,0,testB
398,"[CLS] witnessing the destruction of the #middleclass if you are black, white hispanic, or any other creed support #trump #usa #4thjuly #semst [SEP] ",donald trump,0,testB
399,[CLS] @marcorubio .  adios for your comments about @realdonaldtrump .. you are a disappointment. #semst [SEP] ,donald trump,0,testB
400,[CLS] @georgetakei one of them might even be named #clarencethomas. #apologizetakei #semst [SEP] ,donald trump,0,testB
401,"[CLS] ez21:15 i have set the point of the sword against all their gates, that their heart may faint, n their ruins be multiplied: #semst [SEP] ",donald trump,0,testB
402,"[CLS] cashinin a block) terror&4th july, terrorists win? b) trump v nbc, univision, macy's c) cuba d) whitehouselights fnc 1130aet #semst [SEP] ",donald trump,0,testB
403,[CLS] the clothing #macys (made in mexico&china) #nbc (traders! #sodomites!) #univision (will pay!) #rollon!!! @realdonaldtrump #wiyh #semst [SEP] ,donald trump,0,testB
404,"[CLS] #danaperino is getting more snitful by the minute. says trump isn't believable, can't win. hide&watch! #makeamericagreatagain #semst [SEP] ",donald trump,0,testB
405,[CLS] trump and his comb over are gonna take over america #independenceday #semst [SEP] ,donald trump,0,testB
406,"[CLS] @professorf you have plenty of phones, internet access, cars, tvs, houses, etc. all courtesy of taxpayers.. er.. government! #semst [SEP] ",donald trump,0,testB
407,[CLS] i love the mexican people but they're smarter than us we must stop them! #semst [SEP] ,donald trump,0,testB
408,"[CLS] terrorist takes selfie post on media,usa bombs target, usa tells world how they did it so they they never have 2 repeat it. #semst [SEP] ",donald trump,0,testB
409,"[CLS] @rodrickgibbons @byronyork @geoffcaldwell maybe if we make it a toll bridge, we may recoup some of the welfare payments! lol #semst [SEP] ",donald trump,0,testB
410,[CLS] if donald trump is elected president i'm moving to nunavut to get away from these retards #trump #semst [SEP] ,donald trump,0,testB
411,"[CLS] @jonathanhoenig @ericbolling errant vanity says up 2 usa about fighting isis, ? is choosing when/where isis decided we will #semst [SEP] ",donald trump,0,testB
412,[CLS] @realdonaldtrump let the haters run away. you can now see who  you're true supporters are. #semst [SEP] ,donald trump,0,testB
413,[CLS] liberalism is the politics of personal destruction! if liberals can't win- they will lie & demonize! they are paid to attack! #semst [SEP] ,donald trump,0,testB
414,"[CLS] normalize relations with isis for our economy, @ericbolling would you do it? there is a line what we should do for money. #semst [SEP] ",donald trump,0,testB
415,[CLS] @tommyhubb @jonathanhoenig obama sees everything through an anti-colonial prism.every move he makes degrades our nation.#cashinin #semst [SEP] ,donald trump,0,testB
416,"[CLS] lighting that wh was so in your face to half of america, no class and so disrespectful..  #cashinin   #semst [SEP] ",donald trump,0,testB
417,"[CLS] @professorf @jessicatarlov and deluded shows and ""news"" reporters are not?!  #semst [SEP] ",donald trump,0,testB
418,"[CLS] donald trump is way better than any candidate out there. because he's real, not a lobbyist backed puppet #election2016 #semst [SEP] ",donald trump,0,testB
419,[CLS] @fnc_ladies_rule @michellefields @jonathanhoenig @jessicatarlov can't wait to get home and see the episode.  #semst [SEP] ,donald trump,0,testB
420,"[CLS] @realdonaldtrump has formed the ""racistublicans"". the political party for old fat assholes. #racistublicans  #republicans  #semst [SEP] ",donald trump,0,testB
421,[CLS] spending my fourth at taqueria with some homies. #murica  #semst [SEP] ,donald trump,0,testB
422,[CLS] @dagodfather907 @dare6626  hope the rotten sob don't choke :( #semst [SEP] ,donald trump,0,testB
423,[CLS] @hnstyngov @foxbusiness @realdonaldtrump meanwhile no democrat running has given anyone anywhere a job. other repubs just as bad. #semst [SEP] ,donald trump,0,testB
424,"[CLS] @uproxx good,, trumps speaking of illrgal immigrants,,, its her loss #semst [SEP] ",donald trump,0,testB
425,[CLS] nascar abandons trump. some good news to end my day with   #trump #semst [SEP] ,donald trump,0,testB
426,[CLS] @jonathanhoenig @realdonaldtrump @feldmaniac @mediaite support americas future boycott capitalist pig #semst [SEP] ,donald trump,0,testB
427,"[CLS] @cindyreynolds i have to turn the channel, all i can do is stare at that nest on his head. #semst [SEP] ",donald trump,0,testB
428,[CLS]  your so vain you probably....learn my winning blackjack approach start tweet#1... /71 #lifegoals  #rap   #soccer  #july4   #semst [SEP] ,donald trump,0,testB
429,[CLS] trump slogan : then impeach me #continuedontheback : start learning your own god damned government and then why dont u run #semst [SEP] ,donald trump,0,testB
430,"[CLS] @realdonaldtrump don't care what anybody says. in november 2016, you will have my vote. where can i get your bumper sticker?? #semst [SEP] ",donald trump,0,testB
431,[CLS] @johnnydollar01 @kilmeade that there can be complete #assholes like #semst [SEP] ,donald trump,0,testB
432,[CLS] donald trump stays roasting on twitter  #semst [SEP] ,donald trump,0,testB
433,[CLS] @ffrnnu maybe #msm should be talking more about this and less about flags and cakes. #semst [SEP] ,donald trump,0,testB
434,[CLS] donald trump is only saying what all the other 2016 gop presidential candidates are thinking! bad things!! #gop #trump #potus #semst [SEP] ,donald trump,0,testB
435,[CLS] @tmz trump a guy born with a silver spoon up his ass who has never done a hard days work in his life  #dumptrump #yourefired  #semst [SEP] ,donald trump,0,testB
436,"[CLS] we need a man that will do the tough negotiations, say what needs to be said and forget the words politically correct.  #thanks #semst [SEP] ",donald trump,0,testB
437,[CLS] @realdonaldtrump @reillycarole so he can outsource all our manufacturing to mexico and china like he does his line. #hypocrite #semst [SEP] ,donald trump,0,testB
438,"[CLS] @gerfingerpoken please rt the #impeachobama art at the top of this thread, pinned on my page. #semst [SEP] ",donald trump,0,testB
439,"[CLS] @newsmax_media  i bet the @realdonaldtrump does. this man knows how to save our country w/o tiptoeing around, playing games. #semst [SEP] ",donald trump,0,testB
