,Query,Target,Stance,data_type
295,[CLS] participation is essential: bring vulnerable voices to the table at #cop21 says @wjamann #agcop21 #cfcc15 @cgiarclimate #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
296,[CLS] we blame cities for the majority of co2 emissions without acknowledging their vulnerability to #cfcc15 #journey2015 #s2228 #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
297,[CLS] @foxnews lol. too bad all the other scientists agree with him. #climatechangedenier #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
298,[CLS] #kca #votejkt48id climatecommrpb: the green diet: how to eat healthy and save the planet #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
299,[CLS] @jimharris thank you for the follow jim!  i'm flattered!  #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
300,[CLS] @davidsuzukifdn @cleanenergycan need hydro bill fix in on so ppl won't use dirty alt fuels to heat homes. #foodorheat #onpoli #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
301,[CLS] #asthma is hitting our communities hard in #chicago says @lvejo kim wasserman  #cleanair4kids #latinos #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
302,[CLS] the extreme humidity and heat right now might kill me  and it's only 10a.m. #floridaproblems #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
303,[CLS] @iluvco2 @ungeneva @wmonews @pariscop21 u love co2 so i can only understand your point of view.but u n i know the trigger of #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
304,[CLS] haven't seen the mountains in days with all these fires. can't stand breathing this air quality any longer!!  #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
305,[CLS] @ucsusa @potus @nscpress @dhsgov @nytimes criminal capitalist wrecked economy08now misleadinginvestors as to risk of #ecocide #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
306,[CLS] jared likes child porn now .... is that what happens if you eat all your meals at subway? must be either that or #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
307,[CLS] @ucsusa @pmharper @thomasmulcair @kathleen_wynne #csota #fossilfuels corp misleading investors about liability for #ecocide #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
308,"[CLS] actually on second thoughts, it's pretty bloody terrifying #climatecrisis #iss15 #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
309,[CLS] gone are the days where we would get temperatures of min -2 and max 5 in cape town #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
310,[CLS] zinta zommers: need for a unified tool to bring all these variabilities together #cfcc15 #climate #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
311,[CLS] #mission:#climate @ home > run your dishwasher only if it's full. (by @gaiam) #tip #actonclimate #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
312,[CLS] the stock market froze  in the summer ?!! #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
313,"[CLS] living an unexamined #life may be easier, but leads to disastrous consequences. #actonclimate #action2015 #leadership #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
314,[CLS] @stormchaser4850 @middleamericams @noaa 2014 was hottest year on record. looks like 2015 is going to break that record. #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
315,[CLS] climate change deniers are like pre historic cave dwellers: california governor jerry brown #csota #uspoli #cdnpoli #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
316,[CLS] what has happened to sunny colorado?? #cloudy #denver #nosunshine #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
317,[CLS] the biggest terror threat in the world is climate change #drought #floods #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
318,"[CLS] what has been will be again, what has been done will be done again; there is nothing new under the sun. ecclesiastes 1:9 #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,2,testA
319,[CLS] one volcano emits more pollution than man has in our history! #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,0,testA
320,[CLS] @sensanders republicans don't care about the environment all together. they deny this fact. #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
321,[CLS] @xrisham reminds me of nottingham in the early 1960's #actonclimate #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
322,"[CLS] @blueislandcity jason berry says he discusses that while $$ would buy a big pipe, maybe that won't work w #resilientchicago #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,2,testA
323,[CLS] #follow @skymutual us leader in weather #riskmanagement . helping the world's #economy adapt to climate change. #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
324,"[CLS] #csota is trending at #3 in canada on twitter now w/ 3,800 tweets from the #climate summit of the americas! #sm #socialmedia #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
325,[CLS] why is stephen harper or representative not at #costa   does he not care about the environment?  #cdnpoli #environment #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
326,[CLS] rt @theclf: thanks to everyone in maine who contacted their legislators in support of #energyefficiency funding! #mepoli #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
327,[CLS] we're committed to green in our dreams: @govinslee. what'll drive change is power of parents & grandparents #csota #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
328,"[CLS] @un_spokesperson @france24 @un @cop21 @norwaymfa ""we are the last generation who can address this climate change #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
329,[CLS] @un ice cracking in the summer?? so alarming. #climatechangehoax #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,0,testA
330,[CLS] its july 8th.. i have clean clothes... i just put jeans on though. #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
331,"[CLS] the water hole time to drink! rt""@vicenews #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,2,testA
332,"[CLS] i understand the rain, but it is only about 60 degrees right now..... it is never 60 degrees in july....  #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
333,[CLS] .@mckenzieamanda's presentation on shifting the public narrative in a hostile environment should be good #anzca2015 #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
334,[CLS] 67 degrees fahrenheit on july 8th. i love this weather! #puremichigan #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
335,[CLS] #coalmining & destruction of our ability to live on earth is so stupid. don't kill our species habitat #duh #shenhua  #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
336,[CLS] @abcnews @ginger_zee  how about you give me two sentences about climate instead of ending with a bs whale story. #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
337,[CLS] someone send some chicken soup or some '80s conan comics to @jamesbobier4 he's under the weather & noone wants to be there #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
338,[CLS] @billmckibben @suzyji right out of the big tobacco playbook! why is this disgusting strategy so bulletproof? #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
339,[CLS] @guardianaus @grogsgamut nobody denies the climate changes. #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
340,"[CLS] #climatechangedefinitions ""settled science"" = flawed computer models with jiggered data to force a predefined conclusion. #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,0,testA
341,[CLS] people need to wake up & realize what's happening to our earth  #hello #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
342,[CLS] #questiontime who is more likely to solve problems related to #poverty #sustainability & #government? #religion? #business? #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
343,[CLS] the countries most likely to survive climate change in one infographic #survive #infographic #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
344,[CLS] terraform earth so we can recolonize our own homes. #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
345,[CLS] what's next after 2 years? :) #thinkbig #world #solution #water #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
346,[CLS] climate change has already cut into the global food supply and is fuelling wars &natural disasters #foodfactswithheroradio #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
347,[CLS] @myrmecos still a larval theory. still poorly modelled. still unquantified. still multi-factor. still flummoxed by albedo. #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,0,testA
348,[CLS] whole species #boomers #generationx generationy #genz needs a vacation. 25 years on a greek island anyone? #humanextinction #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
349,[CLS] #mission:#climate on the road > fly less #tip #earthrightnow #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
350,[CLS] edenhofer: carbon pricing is needed but not sufficient. we need complementary policies to counter #coal renaissance & #cfcc15 #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
351,"[CLS] humanity is making #mother earth angry, that angriness is the reason for #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
352,[CLS] @weetfevents jonathan tillson from @defragovuk highlights how economic stability will be undermined by #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
353,[CLS] uk homes & buildings need to be adapted to higher temperatures daniel johns @thecccuk #weetfevents #adaptation #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
354,[CLS] plants and trees make oxygen which we breathe and killing the rainforest will make the earths oxygen supply weak. #earth #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
355,"[CLS] $500,000 on flags in 12 months  vs  an inter-generational rot that addresses   #thingstospendmytaxesonotherthanflags #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,2,testA
356,[CLS] climate deniers is a term used to silence those pointing out the hypocrisy in the fanatical zeal on  #climatetruth #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,0,testA
357,"[CLS] #mission:#climate on the road > purchase a fuel-efficient, low-greenhouse gas vehicle (by @epa) #tip #missionaccept #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
358,[CLS] @algore: will we change? that's the reason we are here. be of good cheer. we're going to win this #csota #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
359,[CLS] incredibly moving as a scientist weeps on @bbcradio4 for the #ocean & for our grandchildren's future ttp://bbc.in/1g9uil5 #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
360,[CLS] following the invitation only climate summit of the americas online via twitter #csota #toronto #environment #cop21 #climate #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
361,[CLS] are the voices of younger generations represented at #csota? we have a say in our collective future. #environment #cop21 #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
362,[CLS] @walshconstco we're proud to sign #orbizclimatedeclaration because we are committed to fighting climate change #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
363,"[CLS] i remember a time when summer was actually summer, you know when it was sunny and 90 degrees everyday #whatshappening #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
364,[CLS] @neiltyson rettet die erde! save the earth!  #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
365,"[CLS] @wattsupwiththat yes ironic that the alarmists are the actual ""deniers #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,0,testA
366,[CLS] @justintrudeau hey justin i will give you 50 cents if you stop talking about climate 'change' #ottawa #davidsuzuki #cbc #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,0,testA
367,[CLS] if @epa & @potus don't have to follow scotus why should anyone else have to #climatefraud #specialreport #wakeupamerica #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,0,testA
368,"[CLS] if we want a future for our/canadian kids we all need to seriously wake the fuck up,no more talk only action #harper  #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
369,"[CLS] govt announcement on zero carbon homes ""short-sighted, unnecessary, retrograde and damaging"" says @ukgbc #energyefficiency #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,0,testA
370,"[CLS] @bbcweather good to see more global awareness, thanks. #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
371,"[CLS] we are not ""killing the earth"". the earth has been through worse and will be fine after all humans suffocate, drown or starve #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,0,testA
372,[CLS] sea level rise above 6 meters - what does that mean? it means 20 ft above current heights. #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
373,[CLS] @agent350 this is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #ecocide #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
374,[CLS] we need governments and corporations to respond and ordinary people to change our daily habits to consume less. #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
375,[CLS] if you dont have the capacity to take it in and act-what can you do to increase your capacity for connection and compassion? #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
376,[CLS] #mission:#climate @ home > take a shower instead of a bath #tip #loveourplanet #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
377,"[CLS] the only thing ""man made"" about global warming is the false narrative. #wakeupamerica #boycottsanfrancisco #election2016 #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,0,testA
378,"[CLS] growing concern of pacific islanders to adapt to sea level rise, increasing storminess; want to avoid becoming cc refugees #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
379,[CLS] @4evamartino  everyone should learn this recipe - given summers are going to get warmer every year! #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
380,[CLS] rec high temp for this date in charlotte is 101*. that was set in 1926. t-models were the worst for dangerous emissions. #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
381,"[CLS] lot's of time, class over! @nationaljournal #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,2,testA
382,[CLS] @thelibertyeagle oh for the love of pete! i thought we were going to be incinerated by then! #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
383,[CLS] if complaining about irrelevant problems were illegal maybe we could solve some of the important issues #itsjustaflag #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,2,testA
384,"[CLS] @liberalaus - ""all"" you folks #owe me an #official #apology at this point ""absolute"" ([minimum]), re's d #peace #transparency #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,2,testA
385,"[CLS] maybe we should start ""labelling every #product"" made with its ""#environmental #footprint""? sooner or later we must act! #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
386,[CLS] if we touch #antarctica for one more #reason other than to #research the #impact of us we would be #insane! #democracy #goal? #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
387,[CLS] wind power helped stabilize texas' power grid during a 2014 cold snap that suddenly increased demand. #climatehope #climate #semst [SEP] climate change is a real concern [SEP],climate change is a real concern,1,testA
388,"[CLS] it's so cold and windy here in sydney, i just saw a climate scientist fly past my window #auspol #climatechangeisreal #semst [SEP] climate change is a real concern [SEP]",climate change is a real concern,1,testA
389,[CLS] feminists can totally wear makeup and don't tell me otherwise. #choices #semst [SEP] feminist movement [SEP],feminist movement,0,testA
390,"[CLS] i searched for posts with ""feminist"" tag and saw how much hatred is against feminism. #misogyny #tumblr #hatred #sadness #tears #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
391,[CLS] i saw a little girl wearing a mustache from the vending machine. #equality #semst [SEP] feminist movement [SEP],feminist movement,0,testA
392,"[CLS] women are taught to put their values into their hymens, rather than their intelligence, accomplishments, goals or character #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
393,"[CLS] if u link anti feminism with misogyny or inequality-lover, please dont reproduce! the world have enough imbeciles . #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
394,[CLS] many feminist sexualise and objectify men and yet they insult men who does it calling them pervert #semst [SEP] feminist movement [SEP],feminist movement,0,testA
395,[CLS] let us thank the likes of @thunderf00t and @sargon_of_akkad for exposing the complete idiocy of modern feminism. #semst [SEP] feminist movement [SEP],feminist movement,0,testA
396,[CLS] @kdeleon how many were young women? were there any black young women? #semst [SEP] feminist movement [SEP],feminist movement,0,testA
397,[CLS] feel things will truly be equal in marriage when i see jock strap tossed to the 'single women' a weddings alongside the garter #semst [SEP] feminist movement [SEP],feminist movement,0,testA
398,[CLS] a woman?? wanting to be equal to a man???!?! what monstrosity is this?!??!!!? #semst [SEP] feminist movement [SEP],feminist movement,0,testA
399,[CLS] sometiimes you just feel like punching a feminist in the face #semst [SEP] feminist movement [SEP],feminist movement,0,testA
400,[CLS] one thing i learned from my job: doors to opportunity cover fee that only the privileged can afford. #privilege #truth #semst [SEP] feminist movement [SEP],feminist movement,0,testA
401,[CLS] 1 thing i learned from my job: doors leading 2 opportunity have a cover fee only the #privileged can afford #sadtruth #semst [SEP] feminist movement [SEP],feminist movement,0,testA
402,"[CLS] just like book-burning for angry religious people, angry feminists like to burn whatever looks like free speech. #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
403,[CLS] independence day is a day where men get wasted and dehumanize women by blowing off fireworks! #endjuly4th #semst [SEP] feminist movement [SEP],feminist movement,0,testA
404,"[CLS] husband: ""they should know that she's always born with it. it's never maybelline."" #beauty #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
405,"[CLS] @capthaddock83 oh, that's an easy one: run! #spankafeminist #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
406,"[CLS] @verilymary @taylynneduvall no, men need a movement that will help them not hurt them #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
407,[CLS] the hypothesis of gender as a social construct is prevalent in majority of feminist ideas. ergo most feminists are terf. #semst [SEP] feminist movement [SEP],feminist movement,0,testA
408,[CLS] i can't write male characters because i'm a woman?  then a man shouldn't tell me what a woman can't do cos he's a man #semst [SEP] feminist movement [SEP],feminist movement,0,testA
409,[CLS] turns out it's 3 people who have mansplained to me in the past couple of days. i forgot about the racist bigot #semst [SEP] feminist movement [SEP],feminist movement,0,testA
410,[CLS] you're stupid & mens rights is nothing - i love you leslie knope. @parksandrecnbc #mra #mensrights #lol #semst [SEP] feminist movement [SEP],feminist movement,0,testA
411,[CLS] ask her father for her hand in marriage. how language reinforces patriarchy. she is his property. and mom? #equality #semst [SEP] feminist movement [SEP],feminist movement,0,testA
412,[CLS] can we grow up and stop catcalling? #semst [SEP] feminist movement [SEP],feminist movement,0,testA
413,"[CLS] just want to give my hair follicles a quick shoutout for giving me armpit hair, cos nout says equality quite like an unused razor #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
414,[CLS] tonight i got called 'the one with the great rack' and i felt empowered because objectification exists for both sexes #semst [SEP] feminist movement [SEP],feminist movement,0,testA
415,[CLS] girls over 130 pounds shouldn't wear a swim suit #womenintech #semst [SEP] feminist movement [SEP],feminist movement,0,testA
416,"[CLS] @chase_santos and #hillary is going to keep it that way! right, @hillaryclinton ? #gayrights #equality #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
417,[CLS] feminists in america have no idea what oppress looks like #semst [SEP] feminist movement [SEP],feminist movement,0,testA
418,"[CLS] @witopoli i hope everyone is going to see ""she's beautiful when she's angry""; see the origins of what you are doing #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
419,[CLS] girls over 130 pounds shouldn't wear a bikini #womenintech #semst [SEP] feminist movement [SEP],feminist movement,0,testA
420,"[CLS] thanks to sjw, i now associate the word ""trigger"" with a joke and i'm going to offend an actual ptsd victim #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
421,[CLS] @ramzaruglia @a_man_in_yellow just imagine all the semen those women are slurping in the bottom left pic #yesallwomen #semst [SEP] feminist movement [SEP],feminist movement,0,testA
422,[CLS] girls are such animals. all they want is sex . i just want to be closer to god. #semst [SEP] feminist movement [SEP],feminist movement,0,testA
423,[CLS] i thought you would like it @aceofspades14 #feminist #semst [SEP] feminist movement [SEP],feminist movement,0,testA
424,[CLS] @nytimes @nytopinion this is more of a personal preference than a gender issue. do nt strip manners away from younger generation! #semst [SEP] feminist movement [SEP],feminist movement,0,testA
425,[CLS] julie burchill dismissed male suicide as inconsequential because they are men. her son killed himself this week - karma #semst [SEP] feminist movement [SEP],feminist movement,0,testA
426,[CLS] @always__already thanks for the fantastic story last month. so well captured us! can't believe we missed it! #thisiswhatwelooklike #semst [SEP] feminist movement [SEP],feminist movement,0,testA
427,[CLS] going off to write up second part of #timhunt story - the collusion & false reports of @connie_stlouis et al in seoul. #journalism #semst [SEP] feminist movement [SEP],feminist movement,0,testA
428,[CLS] internalized misogyny is awful! people who have conflicting opinions to my own should be dead because i'm an authoritarian #semst [SEP] feminist movement [SEP],feminist movement,0,testA
429,"[CLS] dear feminists   don't say you are ""disempowered"" when you have the power to get anybody fired, just like #timhunt. #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
430,"[CLS] last rt: ""there were lawsuits around women being able to eat in public without chaperone""  usa  20th century  #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
431,[CLS] in civilian clothes and someone laughs at me thinking its a joke that i'm apart of the u.s. navy. #semst [SEP] feminist movement [SEP],feminist movement,0,testA
432,[CLS] nice rap by @ranveerofficial @arjunk26 late but you made your point ki admi ki kya hai jarorat its all about #semst [SEP] feminist movement [SEP],feminist movement,0,testA
433,[CLS] ironic how the anti- feminist intimidation machine has drowned out the voices of those trying to civilly critique feminist ideas. #semst [SEP] feminist movement [SEP],feminist movement,0,testA
434,"[CLS] apparently #yesallwomen who ""don't need no man"" never drive a car, turn on a light switch, or drink clean water. #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
435,"[CLS] welp. i just saw the infamous radfem ""protests"" at a toronto mra speech for the first time. disgusting. #feminismiscruelty #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
436,[CLS] what's red and something all feminist should bite into? a brick now stfu #semst [SEP] feminist movement [SEP],feminist movement,0,testA
437,"[CLS] i can get women not being feminists,  sort of. but women being meninists/mras? what the actual fuck #mra #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
438,"[CLS] ..can i also add that i really enjoyed looking at @tahirrajbhasin in #mardaani :p tahir, you were a dashing baddie! #bollywood #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
439,[CLS] as i rewatced charmed episodes! loving it even more! #semst [SEP] feminist movement [SEP],feminist movement,0,testA
440,[CLS] we cannot succeed when half of us are held back. malala yousafzai #smartglamour #feminist #yesallwomen #equality #semst [SEP] feminist movement [SEP],feminist movement,0,testA
441,"[CLS] @afshah_ronaldo you don't tell me what to do, i'm a strong individual male, i can make my own choices #abcd #saynotooppresion #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
442,"[CLS] anyone got links to anti-feminist/egalitarian chotchkies? pins, buttons and the like? #antifeminism #egalitarian #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
443,"[CLS] equality is the police burying a domestic violence accusation against a female sports star, too #wedidit #usa #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
444,[CLS] 2015 is the year of the uterus #shebelieves #wwc2015 #semst [SEP] feminist movement [SEP],feminist movement,0,testA
445,[CLS] it wouldn't be a #fifa event without women in tight dresses. wrong place. wrong time. #womensworldcup #semst [SEP] feminist movement [SEP],feminist movement,0,testA
446,[CLS] too bad the women carrying the trophies look like they're in the robert palmer video. #fifawwcfinal #usavjpn #semst [SEP] feminist movement [SEP],feminist movement,0,testA
447,[CLS] really great to see people cheering for hope solo even though she has been involved in domestic abuse #equality #semst [SEP] feminist movement [SEP],feminist movement,0,testA
448,[CLS] @godlyputhy @jalexus_aames good but the first one is a technically false fact but whatever yay #semst [SEP] feminist movement [SEP],feminist movement,0,testA
449,"[CLS] up next! watch me get called ""a sexist pig"" for ordering a sandwich from a female subway sandwich engineer. #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
450,[CLS] @spectreofchaos is trolling #yesallwomen. he is a stalker who has doxed  and harassed people for weeks. it is best to block him. #semst [SEP] feminist movement [SEP],feminist movement,0,testA
451,[CLS] @atheena99 @dopee_curlyy i don't even know what to say to that. you're content with being paid less and not treated like an equal? #semst [SEP] feminist movement [SEP],feminist movement,0,testA
452,[CLS] when i go up the steps of my house i feel like the @ussoccer_wnt .. i too have won the women's world cup. #brokenlegprobs #usa #semst [SEP] feminist movement [SEP],feminist movement,0,testA
453,"[CLS] if a woman can list height preferences for men in dating profiles, men should be able to list bra sizes. #equality #hypocrisy #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
454,[CLS] @coffey_cake4 @dailysexsupply too bad idgaf about #semst [SEP] feminist movement [SEP],feminist movement,0,testA
455,"[CLS] @mraguyot yup, way more than i would ever buy, but hey, something for everybody.   #antifeminism #antisjw #mgtow #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
456,"[CLS] other people may hate #feminists, but at least they don't hate the opposite sex.   #feminist #sexism #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
457,[CLS] many feminist are praising hope solo!! she( domestic abuser) has become their idol!! #semst [SEP] feminist movement [SEP],feminist movement,0,testA
458,"[CLS] @alias_burgerboy @craigspissed @forthleft infanticide, child to parent abuse, sibling abuse, abuse against  males, lgbt dv #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
459,[CLS] feminist only want the same benefiting right as men not those harmful ones eg prison time and divorce!! equality??? #semst [SEP] feminist movement [SEP],feminist movement,0,testA
460,"[CLS] if feminism wants equal rights as men  they must so advocate for equal prison time and losing custody rights, which they won't do! #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
461,[CLS] @repubgirllife but if i said this about how hot hope solo is..... feminists would go ape shit #screwfeminism #semst [SEP] feminist movement [SEP],feminist movement,0,testA
462,"[CLS] 'manspreading'? but women hog subway space, too ! #doublestandards #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
463,"[CLS] i hate government, but if i were in government i'd want to be a district attorney or a judge to hold #yesallwomen accountable. #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
464,"[CLS] ayyyy more hypocrisy: hope solo, serial domestic abuser is celebrated like a hero for winning the women's world cup #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
465,[CLS] i still can not get over teamwork being considered female thing. it is not consistent with my experiences at all. #semst [SEP] feminist movement [SEP],feminist movement,0,testA
466,[CLS] want an amazing #scifi show that completely passes the bechdel test? #farscape. well written characters and +3 to awesome. #semst [SEP] feminist movement [SEP],feminist movement,2,testA
467,"[CLS] feminists claim everything is a ""social construct"" because gender studies people usually suck at biology.  #gamergate #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
468,[CLS] feminists who go for a gender studies degree should also blame the patriarchy for their mediocre grades in science. #semst [SEP] feminist movement [SEP],feminist movement,0,testA
469,[CLS] @norbdelta he deserved it for being part of the dominating sex check your privilege #equality #semst [SEP] feminist movement [SEP],feminist movement,1,testA
470,"[CLS] by writing her self, woman will return to the body which has been more than confiscated from her - hlne cixous #theatre #semst [SEP] feminist movement [SEP]",feminist movement,1,testA
471,[CLS] having fabulous feminist conversations with naoise wheelan. #semst [SEP] feminist movement [SEP],feminist movement,1,testA
472,[CLS] if you're a #feminist it's only because absolutely no one would shove their semi hard cock into you. let that sink in. #semst [SEP] feminist movement [SEP],feminist movement,0,testA
473,[CLS] we live in a sad world when wanting equality makes you a troll... #semst [SEP] feminist movement [SEP],feminist movement,1,testA
474,[CLS] some men do not deserve to be called gentlemen #semst [SEP] feminist movement [SEP],feminist movement,2,testA
475,[CLS] happy birthday to the queen frida kahlo! #oneofmyidols #mindstimulation #latinapower #semst [SEP] feminist movement [SEP],feminist movement,2,testA
476,"[CLS] so the ladies get magic mike xxl, can us guys have magic michelle 36dd? no because the feminists would shut it down. #semst [SEP] feminist movement [SEP]",feminist movement,0,testA
477,[CLS] female sharks grow to be larger than male sharks. #sharkweek2015 #semst [SEP] feminist movement [SEP],feminist movement,2,testA
478,"[CLS] i'm not a feminist, i believe in equality of the sexes! thats exactly what feminism is #semst [SEP] feminist movement [SEP]",feminist movement,1,testA
479,"[CLS] i still cannot get over how much women are degraded in media, sports, and the business world simply because of who we are #semst [SEP] feminist movement [SEP]",feminist movement,1,testA
